,series_animedb_id,title,episodes,score,rank,popularity,favorites,producers_81 Produce,producers_ABC Animation,producers_ASCII Media Works,producers_AT-X,producers_Amuse,producers_Animation Do,producers_Aniplex,producers_Artist Management Office,producers_Asahi Broadcasting,producers_Asatsu DK,producers_Audio Tanaka,producers_Avex Pictures,producers_BS Fuji,producers_BS11,producers_Bandai,producers_Bandai Namco Arts,producers_Bandai Namco Entertainment,producers_Bandai Namco Games,producers_Bandai Namco Live Creative,producers_Bandai Spirits,producers_Bandai Visual,producers_Banpresto,producers_Beyond C.,producers_Bushiroad,producers_C-one,producers_CA-Cygames Anime Fund,producers_Crunchyroll,producers_Cygames,producers_D.N. Dream Partners,producers_DAX Production,producers_Dentsu,producers_Docomo Anime Store,producers_Dwango,producers_Enterbrain,producers_Forecast Communications,producers_Frontier Works,producers_Fuji TV,producers_GAGA,producers_GDH,producers_Genco,producers_Geneon Entertainment,producers_Geneon Entertainment USA,producers_Geneon Universal Entertainment,producers_Global Solutions,producers_Glovision,producers_Good Smile Company,producers_Good Smile Film,producers_Grooove,producers_Hakuhodo DY Media Partners,producers_Hakuhodo DY Music & Pictures,producers_Hakusensha,producers_Half H.P Studio,producers_Happinet Pictures,producers_Houbunsha,producers_IRMA LA DOUCE,producers_Imagine,producers_Infinite,producers_JR East Marketing & Communications,producers_Kadokawa,producers_Kadokawa Media House,producers_Kadokawa Pictures Japan,producers_Kadokawa Shoten,producers_Kanetsu Investment,producers_Kansai Telecasting,producers_King Records,producers_KlockWorx,producers_Kodansha,producers_Kyoraku Industrial Holdings,producers_Lantis,producers_Lawson,producers_Lawson Entertainment,producers_Lawson HMV Entertainment,producers_Lucent Pictures Entertainment,producers_MAGES.,producers_Magic Capsule,producers_Mainichi Broadcasting System,producers_Marvelous AQL,producers_Marvelous Entertainment,producers_Media Factory,producers_Medicos Entertainment,producers_Memory-Tech,producers_Movic,producers_NTT Docomo,producers_NTT Plala,producers_Nagoya Broadcasting Network,producers_Nihon Ad Systems,producers_Nippon Columbia,producers_Nippon Television Network,producers_Nitroplus,producers_Notes,producers_Pierrot Plus,producers_Pony Canyon,producers_Pony Canyon Enterprises,producers_Production I.G,producers_Q-Tec,producers_Quaras,producers_RAY,producers_Rakuonsha,producers_STORY,producers_Sammy,producers_Sega,producers_Seikaisha,producers_Shochiku,producers_Shogakukan,producers_Shogakukan-Shueisha Productions,producers_Shounen Gahousha,producers_Showgate,producers_Shueisha,producers_SoftBank Creative,producers_Sony Music Communications,producers_Sony Music Entertainment,producers_Sony Music Solutions,producers_Sony Pictures Entertainment,producers_Sotsu,producers_Sound Team Don Juan,producers_Square Enix,producers_Studio Hibari,producers_Studio Mausu,producers_Sumzap,producers_TBS,producers_TC Entertainment,producers_TOHO,producers_TOHO animation,producers_TV Tokyo,producers_TV Tokyo Music,producers_Takeshobo,producers_Techno Sound,producers_Toei Animation,producers_Tohokushinsha Film Corporation,producers_Tokyo MX,producers_Toranoana,producers_Twin Engine,producers_Ultra Super Pictures,producers_VAP,producers_Warner Bros. Japan,producers_Warner Music Japan,producers_Yomiko Advertising,producers_Yomiuri Telecasting,producers_dugout,producers_nan,producers_voque ting,genres_Action,genres_Adventure,genres_Avant Garde,genres_Award Winning,genres_Comedy,genres_Drama,genres_Ecchi,genres_Fantasy,genres_Horror,genres_Mystery,genres_Romance,genres_Sci-Fi,genres_Slice of Life,genres_Supernatural,genres_Suspense,genres_nan,explicit_genres_nan,themes_Adult Cast,themes_Anthropomorphic,themes_CGDCT,themes_Detective,themes_Gag Humor,themes_Gore,themes_High Stakes Game,themes_Historical,themes_Isekai,themes_Iyashikei,themes_Love Polygon,themes_Mahou Shoujo,themes_Mecha,themes_Military,themes_Music,themes_Mythology,themes_Organized Crime,themes_Parody,themes_Psychological,themes_School,themes_Showbiz,themes_Super Power,themes_Survival,themes_Time Travel,themes_Urban Fantasy,themes_Vampire,themes_Video Game,themes_nan,year_1995.0,year_2006.0,year_2007.0,year_2008.0,year_2009.0,year_2011.0,year_2012.0,year_2013.0,year_2014.0,year_2015.0,year_2016.0,year_2017.0,year_2018.0,year_2019.0,year_2020.0,year_2021.0,year_2022.0,year_2023.0,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV,type_TV Special,source_4-koma manga,source_Light novel,source_Manga,source_Novel,source_Original,source_Visual novel,source_Web manga,rating_G - All Ages,rating_PG-13 - Teens 13 or older,rating_R - 17+ (violence & profanity),rating_R+ - Mild Nudity,season_fall,season_spring,season_summer,season_winter,"licensors_ADV Films, Bandai Entertainment, Discotek Media, GKIDS, Crunchyroll",licensors_Aniplex of America,"licensors_Bandai Entertainment, Sentai Filmworks",licensors_Crunchyroll,licensors_Discotek Media,"licensors_Discotek Media, Crunchyroll","licensors_Eleven Arts, NYAV Post, GKIDS",licensors_Funimation,"licensors_Funimation, Aniplex of America","licensors_Funimation, Bandai Entertainment","licensors_Funimation, Crunchyroll","licensors_Funimation, NYAV Post",licensors_GKIDS,"licensors_GKIDS, Manga Entertainment",licensors_Sentai Filmworks,"licensors_Sentai Filmworks, Geneon Entertainment USA",licensors_VIZ Media,"licensors_VIZ Media, Warner Bros. Pictures",studios_A-1 Pictures,studios_Bones,studios_Brain's Base,studios_CloverWorks,studios_CoMix Wave Films,studios_David Production,studios_Doga Kobo,"studios_Gainax, Production I.G","studios_Gainax, Tatsunoko Production",studios_J.C.Staff,studios_Kinema Citrus,studios_Kyoto Animation,studios_Lerche,studios_MAPPA,studios_Madhouse,"studios_Madhouse, Satelight, Graphinica",studios_Orange,studios_P.A. Works,studios_Pierrot,studios_Production I.G,studios_Shaft,studios_Studio 3Hz,studios_Studio 4°C,studios_Studio Deen,studios_Sunrise,studios_Trigger,studios_White Fox,studios_Wit Studio,studios_asread.,studios_ufotable,demographics_Seinen,demographics_Shoujo,demographics_Shounen,my_score
0,42344,"Ame wo Matsu,",1.0,7.77,1076.0,8113.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,11111,Another,12.0,7.47,2023.0,59.0,17896.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,24833,Ansatsu Kyoushitsu,22.0,8.08,539.0,34.0,30262.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
3,30654,Ansatsu Kyoushitsu 2nd Season,25.0,8.48,149.0,86.0,17699.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
4,5081,Bakemonogatari,15.0,8.32,256.0,94.0,49731.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
5,31043,Boku dake ga Inai Machi,12.0,8.3,271.0,28.0,49165.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
6,31964,Boku no Hero Academia,13.0,7.85,918.0,7.0,53753.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
7,33486,Boku no Hero Academia 2nd Season,25.0,8.07,547.0,15.0,16932.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
8,36456,Boku no Hero Academia 3rd Season,25.0,8.0,656.0,26.0,12501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
9,1689,Byousoku 5 Centimeter,3.0,7.56,1680.0,175.0,11091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
